source,target,index,stage,hus1b,slc22a1,loc100132354,slc22a16,abca12,c10orf41,c4orf6,c9orf129,cd1c,trim36,afap1l1,c6orf176,cabyr,ccdc146,ces8
TCGA-BP-4804-01,TCGA-BP-4799-01,7,positive,1,4,0,0,4,4,0,4,4,4,4,4,4,0,0
TCGA-BP-4804-01,TCGA-BP-4799-01,8,positive,0,4,0,0,4,4,0,4,4,4,4,4,4,0,0
TCGA-BP-4804-01,TCGA-BP-4799-01,9,positive,0,4,0,0,4,4,0,4,4,4,4,4,4,0,0
TCGA-BP-4807-01,TCGA-CZ-5462-01,0,positive,0,4,0,4,0,0,0,0,4,4,4,0,4,4,0
TCGA-BP-4807-01,TCGA-CZ-5462-01,1,positive,0,4,0,4,0,0,0,0,4,1,4,0,4,4,0
TCGA-BP-4807-01,TCGA-CZ-5462-01,2,positive,1,4,0,3,0,1,0,0,4,0,3,1,3,4,0
TCGA-BP-4807-01,TCGA-CZ-5462-01,3,positive,1,3,1,3,1,1,1,1,3,0,3,1,3,3,1
TCGA-BP-4807-01,TCGA-CZ-5462-01,4,positive,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
TCGA-BP-4807-01,TCGA-CZ-5462-01,5,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-BP-4807-01,TCGA-CZ-5462-01,6,positive,3,1,3,1,3,3,3,3,1,3,1,3,1,1,3
TCGA-BP-4807-01,TCGA-CZ-5462-01,7,positive,3,0,4,1,4,3,4,3,0,3,0,4,0,0,3
TCGA-BP-4807-01,TCGA-CZ-5462-01,8,positive,4,0,4,0,4,4,4,4,0,4,0,4,0,0,4
TCGA-BP-4807-01,TCGA-CZ-5462-01,9,positive,4,0,4,0,4,4,4,4,0,4,0,4,0,0,4
TCGA-BP-4959-01,TCGA-BP-4973-01,0,positive,0,4,4,0,0,0,4,3,0,4,4,4,4,0,0
TCGA-BP-4959-01,TCGA-BP-4973-01,1,positive,0,4,4,0,0,0,4,3,0,4,4,4,4,0,0
TCGA-BP-4959-01,TCGA-BP-4973-01,2,positive,0,3,3,1,0,0,3,3,0,4,4,4,4,0,1
TCGA-BP-4959-01,TCGA-BP-4973-01,3,positive,1,2,3,1,1,1,2,3,1,3,3,3,3,1,2
TCGA-BP-4959-01,TCGA-BP-4973-01,4,positive,2,0,3,1,2,2,1,3,2,3,2,2,2,2,3
TCGA-BP-4959-01,TCGA-BP-4973-01,5,positive,3,0,3,1,2,3,0,3,3,2,2,2,2,3,4
TCGA-BP-4959-01,TCGA-BP-4973-01,6,positive,3,0,2,2,3,3,0,2,3,1,1,1,1,3,3
TCGA-BP-4959-01,TCGA-BP-4973-01,7,positive,3,1,0,3,4,4,1,0,4,0,0,0,0,4,3
TCGA-BP-4959-01,TCGA-BP-4973-01,8,positive,4,2,0,4,4,4,1,0,4,0,0,0,0,4,3
TCGA-BP-4959-01,TCGA-BP-4973-01,9,positive,4,3,0,4,4,4,1,0,4,0,0,0,0,4,4
TCGA-BP-4960-01,TCGA-BP-4985-01,0,positive,4,0,0,4,4,4,0,0,0,0,0,0,4,4,4
TCGA-BP-4960-01,TCGA-BP-4985-01,1,positive,4,0,0,4,4,4,0,0,0,0,0,0,4,4,4
TCGA-BP-4960-01,TCGA-BP-4985-01,2,positive,4,0,0,3,4,4,0,0,0,1,0,0,3,4,4
TCGA-BP-4960-01,TCGA-BP-4985-01,3,positive,3,1,1,3,3,3,1,1,1,1,1,1,2,3,3
TCGA-BP-4960-01,TCGA-BP-4985-01,4,positive,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2
TCGA-BP-4960-01,TCGA-BP-4985-01,5,positive,2,2,2,1,2,2,2,2,3,2,2,2,1,2,2
TCGA-BP-4960-01,TCGA-BP-4985-01,6,positive,1,3,3,0,1,1,3,3,3,3,3,3,1,1,1
TCGA-BP-4960-01,TCGA-BP-4985-01,7,positive,0,4,4,0,0,0,4,4,4,3,4,4,1,1,0
TCGA-BP-4960-01,TCGA-BP-4985-01,8,positive,0,4,4,0,0,0,4,4,4,4,4,4,1,0,0
TCGA-BP-4960-01,TCGA-BP-4985-01,9,positive,0,4,4,1,0,0,4,4,4,4,4,4,1,0,0
TCGA-BP-4963-01,TCGA-BP-4985-01,0,positive,4,0,4,4,4,4,0,0,4,1,0,0,0,4,4
TCGA-BP-4963-01,TCGA-BP-4985-01,1,positive,4,0,4,4,4,4,0,0,4,1,0,0,0,4,4
TCGA-BP-4963-01,TCGA-BP-4985-01,2,positive,4,0,3,4,4,3,0,0,4,1,0,0,0,4,4
TCGA-BP-4963-01,TCGA-BP-4985-01,3,positive,3,1,3,3,3,3,1,1,3,1,1,1,1,3,3
TCGA-BP-4963-01,TCGA-BP-4985-01,4,positive,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2
TCGA-BP-4963-01,TCGA-BP-4985-01,5,positive,2,2,1,1,1,1,2,2,2,1,2,3,2,2,2
TCGA-BP-4963-01,TCGA-BP-4985-01,6,positive,1,3,1,1,1,0,3,3,1,1,3,3,3,1,1
TCGA-BP-4963-01,TCGA-BP-4985-01,7,positive,0,4,1,0,0,0,4,4,1,2,4,4,4,1,0
TCGA-BP-4963-01,TCGA-BP-4985-01,8,positive,0,4,0,0,0,0,4,4,0,4,4,4,4,0,0
TCGA-BP-4963-01,TCGA-BP-4985-01,9,positive,0,4,0,0,0,1,4,4,0,4,4,4,4,0,0
TCGA-BP-4964-01,TCGA-B0-5709-01,0,positive,4,4,0,4,4,4,4,0,4,0,0,0,0,4,4
TCGA-BP-4964-01,TCGA-B0-5709-01,1,positive,4,4,0,4,4,4,4,0,4,0,0,0,0,4,4
TCGA-BP-4964-01,TCGA-B0-5709-01,2,positive,4,3,0,4,4,3,4,0,4,0,0,0,0,3,4
TCGA-BP-4964-01,TCGA-B0-5709-01,3,positive,3,3,1,3,3,3,3,1,3,1,1,1,1,3,3
TCGA-BP-4964-01,TCGA-B0-5709-01,4,positive,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
TCGA-BP-4964-01,TCGA-B0-5709-01,5,positive,2,1,2,2,2,2,1,3,2,2,2,2,2,2,2
TCGA-BP-4964-01,TCGA-B0-5709-01,6,positive,1,0,3,1,1,2,1,4,1,3,3,3,3,1,1
TCGA-BP-4964-01,TCGA-B0-5709-01,7,positive,1,0,4,0,0,1,0,4,0,4,4,3,4,1,1
TCGA-BP-4964-01,TCGA-B0-5709-01,8,positive,0,0,4,0,0,0,0,4,0,4,4,4,4,0,0
TCGA-BP-4964-01,TCGA-B0-5709-01,9,positive,0,1,4,0,0,0,0,3,0,4,4,4,4,0,0
TCGA-BP-4968-01,TCGA-CJ-4894-01,0,positive,4,4,0,0,4,4,0,0,4,0,4,4,4,0,0
TCGA-BP-4968-01,TCGA-CJ-4894-01,1,positive,4,4,0,0,4,4,0,0,4,0,4,4,4,0,0
TCGA-BP-4968-01,TCGA-CJ-4894-01,2,positive,4,4,0,0,4,4,0,0,4,0,4,4,4,0,0
TCGA-BP-4968-01,TCGA-CJ-4894-01,3,positive,3,3,1,1,3,3,1,1,3,1,3,3,3,1,1
TCGA-BP-4968-01,TCGA-CJ-4894-01,4,positive,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2
TCGA-BP-4968-01,TCGA-CJ-4894-01,5,positive,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2
TCGA-BP-4968-01,TCGA-CJ-4894-01,6,positive,1,1,3,3,1,1,3,3,1,3,1,1,1,3,3
TCGA-BP-4968-01,TCGA-CJ-4894-01,7,positive,0,0,4,4,0,0,4,4,0,4,0,0,0,4,4
TCGA-BP-4968-01,TCGA-CJ-4894-01,8,positive,0,0,4,4,0,0,4,4,0,4,0,0,0,4,4
TCGA-BP-4968-01,TCGA-CJ-4894-01,9,positive,0,0,4,4,0,0,4,4,0,4,0,0,0,4,4
TCGA-BP-4975-01,TCGA-B0-5694-01,0,positive,4,4,0,0,0,0,0,0,4,0,4,0,4,4,0
TCGA-BP-4975-01,TCGA-B0-5694-01,1,positive,4,4,0,0,0,0,0,0,4,0,4,0,4,4,0
TCGA-BP-4975-01,TCGA-B0-5694-01,2,positive,4,4,0,0,0,0,0,0,4,0,3,0,3,4,0
TCGA-BP-4975-01,TCGA-B0-5694-01,3,positive,3,3,1,1,1,1,1,1,3,1,2,1,3,3,1
TCGA-BP-4975-01,TCGA-B0-5694-01,4,positive,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1
TCGA-BP-4975-01,TCGA-B0-5694-01,5,positive,1,2,2,2,2,2,3,2,2,2,0,2,1,2,2
TCGA-BP-4975-01,TCGA-B0-5694-01,6,positive,1,1,3,3,3,3,3,3,1,3,0,3,1,1,3
TCGA-BP-4975-01,TCGA-B0-5694-01,7,positive,0,0,4,4,4,4,4,4,0,4,1,4,0,0,4
TCGA-BP-4975-01,TCGA-B0-5694-01,8,positive,0,0,4,4,4,4,4,4,0,4,1,4,0,0,4
TCGA-BP-4975-01,TCGA-B0-5694-01,9,positive,0,0,4,4,4,4,4,4,0,4,2,4,0,0,4
TCGA-BP-4977-01,TCGA-B0-4694-01,0,positive,4,0,0,0,4,4,4,0,0,0,0,0,0,0,4
TCGA-BP-4977-01,TCGA-B0-4694-01,1,positive,4,0,0,0,4,4,4,0,0,0,0,0,0,0,4
TCGA-BP-4977-01,TCGA-B0-4694-01,2,positive,3,0,1,1,4,4,3,0,0,0,0,0,0,0,4
TCGA-BP-4977-01,TCGA-B0-4694-01,3,positive,3,1,1,1,3,3,2,1,1,1,1,1,1,1,3
TCGA-BP-4977-01,TCGA-B0-4694-01,4,positive,3,1,1,1,2,2,1,2,2,2,2,2,1,2,3
TCGA-BP-4977-01,TCGA-B0-4694-01,5,positive,2,2,2,1,2,1,1,3,3,2,2,2,2,3,2
TCGA-BP-4977-01,TCGA-B0-4694-01,6,positive,1,3,2,2,1,1,1,3,3,3,3,3,3,3,1
TCGA-BP-4977-01,TCGA-B0-4694-01,7,positive,1,4,3,3,0,0,1,3,4,4,4,4,3,4,0
TCGA-BP-4977-01,TCGA-B0-4694-01,8,positive,0,4,4,4,0,0,0,4,4,4,4,4,4,4,0
TCGA-BP-4977-01,TCGA-B0-4694-01,9,positive,0,4,4,4,0,0,0,4,4,4,4,4,4,4,0
TCGA-BP-4982-01,TCGA-A3-3372-01,0,positive,0,4,4,4,0,0,0,4,4,0,4,4,3,4,0
TCGA-BP-4982-01,TCGA-A3-3372-01,1,positive,0,4,4,4,0,0,0,4,4,0,4,4,0,4,0
TCGA-BP-4982-01,TCGA-A3-3372-01,2,positive,1,3,3,3,0,0,0,4,4,0,4,4,0,4,0
TCGA-BP-4982-01,TCGA-A3-3372-01,3,positive,1,3,3,2,1,1,1,3,3,1,3,3,0,3,1
TCGA-BP-4982-01,TCGA-A3-3372-01,4,positive,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2
TCGA-BP-4982-01,TCGA-A3-3372-01,5,positive,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
TCGA-BP-4982-01,TCGA-A3-3372-01,6,positive,3,1,1,1,3,3,3,1,1,3,1,1,3,1,3
TCGA-BP-4982-01,TCGA-A3-3372-01,7,positive,3,0,0,1,4,4,4,0,0,4,0,0,3,0,4
TCGA-BP-4982-01,TCGA-A3-3372-01,8,positive,4,0,0,0,4,4,4,0,0,4,0,0,4,0,4
TCGA-BP-4982-01,TCGA-A3-3372-01,9,positive,4,0,0,0,4,4,4,0,0,4,0,0,4,0,4
TCGA-BP-4986-01,TCGA-CZ-5459-01,0,positive,0,0,4,0,0,0,4,4,0,4,4,0,4,4,4
TCGA-BP-4986-01,TCGA-CZ-5459-01,1,positive,0,0,4,0,0,0,4,4,0,4,4,0,4,4,4
TCGA-BP-4986-01,TCGA-CZ-5459-01,2,positive,1,0,4,0,0,1,3,4,1,4,4,0,4,4,4
TCGA-BP-4986-01,TCGA-CZ-5459-01,3,positive,1,1,3,1,1,1,3,3,1,3,3,1,3,3,3
TCGA-BP-4986-01,TCGA-CZ-5459-01,4,positive,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2
TCGA-BP-4986-01,TCGA-CZ-5459-01,5,positive,2,3,2,2,2,3,2,2,2,2,1,2,2,2,2
TCGA-BP-4986-01,TCGA-CZ-5459-01,6,positive,3,3,1,3,3,3,1,1,3,1,1,3,1,1,1
TCGA-BP-4986-01,TCGA-CZ-5459-01,7,positive,4,4,0,4,4,4,1,0,4,0,0,4,0,0,0
TCGA-BP-4986-01,TCGA-CZ-5459-01,8,positive,4,4,0,4,4,4,0,0,4,0,0,4,0,0,0
TCGA-BP-4986-01,TCGA-CZ-5459-01,9,positive,4,4,0,4,4,4,0,0,4,0,0,4,0,0,0
TCGA-BP-4987-01,TCGA-BP-4983-01,0,positive,0,0,4,4,0,0,0,0,4,0,0,0,0,4,4
TCGA-BP-4987-01,TCGA-BP-4983-01,1,positive,0,0,4,4,0,0,0,0,4,0,0,0,0,4,4
TCGA-BP-4987-01,TCGA-BP-4983-01,2,positive,1,0,3,4,0,0,0,0,4,0,1,0,0,4,4
TCGA-BP-4987-01,TCGA-BP-4983-01,3,positive,1,1,1,3,1,1,1,1,3,1,2,1,1,3,3
TCGA-BP-4987-01,TCGA-BP-4983-01,4,positive,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2
TCGA-BP-4987-01,TCGA-BP-4983-01,5,positive,3,2,1,2,2,2,2,2,2,2,3,2,2,2,2
TCGA-BP-4987-01,TCGA-BP-4983-01,6,positive,3,3,1,1,3,3,3,3,1,3,3,3,3,1,1
TCGA-BP-4987-01,TCGA-BP-4983-01,7,positive,4,3,0,0,4,4,4,4,0,4,3,4,3,0,1
TCGA-BP-4987-01,TCGA-BP-4983-01,8,positive,4,4,0,0,4,4,4,4,0,4,4,4,4,0,0
TCGA-BP-4987-01,TCGA-BP-4983-01,9,positive,4,4,3,0,4,4,4,4,0,4,4,4,4,0,0
TCGA-BP-4992-01,TCGA-B0-4817-01,0,positive,0,4,0,0,0,4,0,0,0,0,4,4,4,4,0
TCGA-BP-4992-01,TCGA-B0-4817-01,1,positive,0,4,0,0,0,4,0,0,0,0,4,4,4,4,0
TCGA-BP-4992-01,TCGA-B0-4817-01,2,positive,0,4,0,0,0,4,0,0,0,0,4,4,4,3,0
TCGA-BP-4992-01,TCGA-B0-4817-01,3,positive,1,3,1,1,1,3,1,1,1,1,3,3,3,3,1
TCGA-BP-4992-01,TCGA-B0-4817-01,4,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
TCGA-BP-4992-01,TCGA-B0-4817-01,5,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-BP-4992-01,TCGA-B0-4817-01,6,positive,3,1,3,3,3,1,3,3,3,3,1,1,1,1,3
TCGA-BP-4992-01,TCGA-B0-4817-01,7,positive,4,0,4,4,4,1,3,4,4,4,0,0,0,1,4
TCGA-BP-4992-01,TCGA-B0-4817-01,8,positive,4,0,4,4,4,0,4,4,4,4,0,0,0,0,4
TCGA-BP-4992-01,TCGA-B0-4817-01,9,positive,4,0,4,4,4,0,4,4,4,4,0,0,0,0,4
TCGA-BP-4995-01,TCGA-BP-4160-01,0,positive,0,0,4,4,0,0,0,0,4,0,0,0,0,4,2
TCGA-BP-4995-01,TCGA-BP-4160-01,1,positive,0,0,4,4,0,0,0,0,4,0,0,0,0,4,3
TCGA-BP-4995-01,TCGA-BP-4160-01,2,positive,0,0,4,4,0,0,0,1,4,1,0,0,0,4,3
TCGA-BP-4995-01,TCGA-BP-4160-01,3,positive,1,1,3,3,1,1,1,2,3,2,1,1,1,3,3
TCGA-BP-4995-01,TCGA-BP-4160-01,4,positive,2,1,2,2,2,2,1,3,2,4,2,2,2,3,4
TCGA-BP-4995-01,TCGA-BP-4160-01,5,positive,3,2,2,2,2,2,2,4,2,4,2,2,2,2,4
TCGA-BP-4995-01,TCGA-BP-4160-01,6,positive,3,3,1,1,3,3,3,4,1,4,3,3,3,1,3
TCGA-BP-4995-01,TCGA-BP-4160-01,7,positive,4,4,0,0,4,4,4,3,0,3,4,4,4,0,1
TCGA-BP-4995-01,TCGA-BP-4160-01,8,positive,4,4,0,0,4,4,4,3,0,2,4,4,4,0,0
TCGA-BP-4995-01,TCGA-BP-4160-01,9,positive,4,4,0,0,4,4,4,2,0,1,4,4,4,0,0
TCGA-BP-4998-01,TCGA-BP-4970-01,0,positive,4,4,0,0,4,4,4,0,2,0,0,4,0,0,0
TCGA-BP-4998-01,TCGA-BP-4970-01,1,positive,4,4,0,0,4,4,4,0,2,0,0,4,0,0,0
TCGA-BP-4998-01,TCGA-BP-4970-01,2,positive,4,3,0,0,4,4,3,1,3,0,0,4,0,0,0
TCGA-BP-4998-01,TCGA-BP-4970-01,3,positive,3,3,1,1,3,3,3,3,3,1,1,3,1,1,1
TCGA-BP-4998-01,TCGA-BP-4970-01,4,positive,3,2,2,2,2,2,2,4,4,2,2,2,2,2,2
TCGA-BP-4998-01,TCGA-BP-4970-01,5,positive,2,1,2,2,2,2,1,4,3,2,2,2,2,3,2
TCGA-BP-4998-01,TCGA-BP-4970-01,6,positive,1,1,3,3,1,1,1,3,3,3,3,1,3,3,3
TCGA-BP-4998-01,TCGA-BP-4970-01,7,positive,0,0,4,3,0,0,1,3,2,3,4,1,4,4,4
TCGA-BP-4998-01,TCGA-BP-4970-01,8,positive,0,0,4,4,0,0,0,3,1,4,4,0,4,4,4
TCGA-BP-4998-01,TCGA-BP-4970-01,9,positive,0,0,4,4,0,0,0,2,0,4,4,0,4,4,4
TCGA-BP-5000-01,TCGA-BP-4985-01,0,positive,0,0,4,4,4,4,0,0,0,0,0,0,0,4,4
TCGA-BP-5000-01,TCGA-BP-4985-01,1,positive,0,0,4,4,4,4,0,0,0,0,0,0,0,4,4
TCGA-BP-5000-01,TCGA-BP-4985-01,2,positive,0,0,4,4,4,4,0,0,1,0,0,0,0,4,4
TCGA-BP-5000-01,TCGA-BP-4985-01,3,positive,2,1,3,3,3,3,1,1,2,1,1,1,1,3,3
TCGA-BP-5000-01,TCGA-BP-4985-01,4,positive,3,2,2,2,2,2,2,2,3,1,2,2,1,2,2
TCGA-BP-5000-01,TCGA-BP-4985-01,5,positive,3,2,2,1,1,1,2,2,4,2,2,3,2,2,2
TCGA-BP-5000-01,TCGA-BP-4985-01,6,positive,3,3,1,1,1,0,3,3,4,3,3,3,3,1,1
TCGA-BP-5000-01,TCGA-BP-4985-01,7,positive,3,4,0,0,0,0,4,4,4,3,4,4,4,0,0
TCGA-BP-5000-01,TCGA-BP-4985-01,8,positive,4,4,0,0,0,1,4,4,3,4,4,4,4,0,0
TCGA-BP-5000-01,TCGA-BP-4985-01,9,positive,4,4,0,0,0,1,4,4,2,4,4,4,4,0,0
TCGA-BP-5001-01,TCGA-B0-5713-01,0,positive,4,4,0,0,4,4,4,0,0,0,0,0,0,4,4
TCGA-BP-5001-01,TCGA-B0-5713-01,1,positive,4,4,0,0,4,4,4,0,0,0,0,0,0,4,4
TCGA-BP-5001-01,TCGA-B0-5713-01,2,positive,4,4,0,0,4,4,4,0,0,0,0,0,0,4,4
TCGA-BP-5001-01,TCGA-B0-5713-01,3,positive,3,3,1,1,3,3,3,1,1,1,1,1,1,3,3
TCGA-BP-5001-01,TCGA-B0-5713-01,4,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-BP-5001-01,TCGA-B0-5713-01,5,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-BP-5001-01,TCGA-B0-5713-01,6,positive,1,1,3,3,1,1,1,3,3,3,3,3,3,1,1
TCGA-BP-5001-01,TCGA-B0-5713-01,7,positive,0,0,4,4,0,0,0,4,4,4,4,4,4,0,0
TCGA-BP-5001-01,TCGA-B0-5713-01,8,positive,0,0,4,4,0,0,0,4,4,4,4,4,4,0,0
TCGA-BP-5001-01,TCGA-B0-5713-01,9,positive,0,0,4,4,0,0,0,4,4,4,4,4,4,0,0
TCGA-BP-5004-01,TCGA-BP-4332-01,0,positive,0,0,4,4,4,0,0,4,4,4,0,0,0,0,0
TCGA-BP-5004-01,TCGA-BP-4332-01,1,positive,0,0,4,4,4,0,0,4,4,4,0,0,0,0,0
TCGA-BP-5004-01,TCGA-BP-4332-01,2,positive,0,0,4,4,4,0,0,4,4,4,0,0,1,0,0
TCGA-BP-5004-01,TCGA-BP-4332-01,3,positive,1,1,3,3,3,1,1,3,3,3,1,1,1,1,1
TCGA-BP-5004-01,TCGA-BP-4332-01,4,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-BP-5004-01,TCGA-BP-4332-01,5,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-BP-5004-01,TCGA-BP-4332-01,6,positive,3,3,1,1,1,3,3,1,1,1,3,3,3,3,3
TCGA-BP-5004-01,TCGA-BP-4332-01,7,positive,4,4,0,0,0,4,4,0,0,0,4,3,4,4,4
TCGA-BP-5004-01,TCGA-BP-4332-01,8,positive,4,4,0,0,0,4,4,0,0,0,4,4,4,4,4
TCGA-BP-5004-01,TCGA-BP-4332-01,9,positive,4,4,0,0,0,4,4,0,0,0,4,4,4,4,4
TCGA-BP-5006-01,TCGA-CJ-5679-01,0,positive,4,4,0,4,0,0,0,0,4,0,4,0,0,4,4
TCGA-BP-5006-01,TCGA-CJ-5679-01,1,positive,4,4,0,4,0,0,0,0,4,0,4,0,0,4,4
TCGA-BP-5006-01,TCGA-CJ-5679-01,2,positive,3,4,0,4,1,0,1,0,4,1,3,0,0,4,3
TCGA-BP-5006-01,TCGA-CJ-5679-01,3,positive,3,3,1,3,1,1,1,1,3,1,2,1,1,3,3
TCGA-BP-5006-01,TCGA-CJ-5679-01,4,positive,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2
TCGA-BP-5006-01,TCGA-CJ-5679-01,5,positive,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
TCGA-BP-5006-01,TCGA-CJ-5679-01,6,positive,1,1,3,1,3,3,2,3,1,3,1,3,3,1,1
TCGA-BP-5006-01,TCGA-CJ-5679-01,7,positive,0,1,3,0,4,4,3,3,0,3,0,3,4,0,1
TCGA-BP-5006-01,TCGA-CJ-5679-01,8,positive,0,0,4,0,4,4,4,4,0,4,0,4,4,0,0
TCGA-BP-5006-01,TCGA-CJ-5679-01,9,positive,0,0,4,0,4,4,4,4,0,4,1,4,4,0,0
TCGA-BP-5007-01,TCGA-CJ-5682-01,0,positive,4,4,0,4,4,4,0,0,4,0,0,0,0,4,0
TCGA-BP-5007-01,TCGA-CJ-5682-01,1,positive,4,4,0,4,4,4,0,0,4,0,0,0,0,4,0
TCGA-BP-5007-01,TCGA-CJ-5682-01,2,positive,4,4,0,4,4,4,0,0,4,0,0,0,0,4,0
TCGA-BP-5007-01,TCGA-CJ-5682-01,3,positive,3,3,1,3,3,3,1,1,3,1,1,1,1,3,1
TCGA-BP-5007-01,TCGA-CJ-5682-01,4,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-BP-5007-01,TCGA-CJ-5682-01,5,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-BP-5007-01,TCGA-CJ-5682-01,6,positive,1,1,3,1,1,1,3,3,1,3,3,3,3,1,3
TCGA-BP-5007-01,TCGA-CJ-5682-01,7,positive,1,0,4,0,0,1,3,4,0,4,4,4,4,0,4
TCGA-BP-5007-01,TCGA-CJ-5682-01,8,positive,0,0,4,0,0,0,4,4,0,4,4,4,4,0,4
TCGA-BP-5007-01,TCGA-CJ-5682-01,9,positive,0,0,4,0,0,0,4,4,0,4,4,4,4,0,4
TCGA-BP-5008-01,TCGA-CJ-4902-01,0,positive,0,0,4,4,0,0,4,0,0,4,4,0,4,4,4
TCGA-BP-5008-01,TCGA-CJ-4902-01,1,positive,0,0,4,4,0,0,4,0,0,4,4,0,4,4,4
TCGA-BP-5008-01,TCGA-CJ-4902-01,2,positive,0,0,4,4,0,0,4,0,0,4,4,0,4,4,4
TCGA-BP-5008-01,TCGA-CJ-4902-01,3,positive,1,1,3,3,1,1,3,1,1,3,3,1,3,3,3
TCGA-BP-5008-01,TCGA-CJ-4902-01,4,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-BP-5008-01,TCGA-CJ-4902-01,5,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-BP-5008-01,TCGA-CJ-4902-01,6,positive,3,3,1,1,3,3,1,3,3,1,1,3,1,1,1
TCGA-BP-5008-01,TCGA-CJ-4902-01,7,positive,4,4,0,0,4,4,0,4,4,0,0,4,0,0,0
TCGA-BP-5008-01,TCGA-CJ-4902-01,8,positive,4,4,0,0,4,4,0,4,4,0,0,4,0,0,0
TCGA-BP-5008-01,TCGA-CJ-4902-01,9,positive,4,4,0,0,4,4,0,4,4,0,0,4,0,0,0
TCGA-BP-5009-01,TCGA-CJ-4895-01,0,positive,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4
TCGA-BP-5009-01,TCGA-CJ-4895-01,1,positive,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4
TCGA-BP-5009-01,TCGA-CJ-4895-01,2,positive,4,1,0,3,4,4,0,0,0,0,1,0,0,4,4
TCGA-BP-5009-01,TCGA-CJ-4895-01,3,positive,3,2,1,3,3,3,1,1,1,1,1,1,1,3,3
TCGA-BP-5009-01,TCGA-CJ-4895-01,4,positive,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-BP-5009-01,TCGA-CJ-4895-01,5,positive,2,4,2,2,2,2,3,2,2,2,2,2,2,2,2
TCGA-BP-5009-01,TCGA-CJ-4895-01,6,positive,1,4,2,1,1,1,3,3,3,3,3,3,3,1,1
TCGA-BP-5009-01,TCGA-CJ-4895-01,7,positive,0,4,3,0,0,1,4,4,4,3,3,4,4,0,0
TCGA-BP-5009-01,TCGA-CJ-4895-01,8,positive,0,2,4,0,0,0,4,4,4,4,4,4,4,0,0
TCGA-BP-5009-01,TCGA-CJ-4895-01,9,positive,0,0,4,0,0,0,4,4,4,4,4,4,4,0,0
TCGA-BP-5169-01,TCGA-B0-4707-01,0,positive,4,0,0,4,4,4,2,4,0,0,0,4,4,0,3
TCGA-BP-5169-01,TCGA-B0-4707-01,1,positive,4,0,0,4,4,4,0,4,0,0,0,4,4,0,0
TCGA-BP-5169-01,TCGA-B0-4707-01,2,positive,4,0,0,3,4,4,0,3,0,0,0,4,3,0,0
TCGA-BP-5169-01,TCGA-B0-4707-01,3,positive,3,1,1,2,3,3,0,3,1,1,1,3,3,1,0
TCGA-BP-5169-01,TCGA-B0-4707-01,4,positive,2,2,2,2,3,2,1,2,2,1,1,2,2,2,1
TCGA-BP-5169-01,TCGA-B0-4707-01,5,positive,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2
TCGA-BP-5169-01,TCGA-B0-4707-01,6,positive,1,3,3,1,1,1,3,1,3,3,3,1,1,3,2
TCGA-BP-5169-01,TCGA-B0-4707-01,7,positive,0,4,4,1,0,0,4,0,4,4,4,0,0,4,3
TCGA-BP-5169-01,TCGA-B0-4707-01,8,positive,0,4,4,0,0,0,4,0,4,4,4,0,0,4,4
TCGA-BP-5169-01,TCGA-B0-4707-01,9,positive,0,4,4,0,0,0,4,0,4,4,4,0,0,4,4
TCGA-BP-5174-01,TCGA-CJ-4644-01,0,positive,0,0,4,4,4,4,4,0,0,0,0,0,0,4,4
TCGA-BP-5174-01,TCGA-CJ-4644-01,1,positive,0,0,4,4,4,4,4,0,0,0,0,0,1,4,4
TCGA-BP-5174-01,TCGA-CJ-4644-01,2,positive,0,1,4,4,4,4,3,0,0,1,0,0,1,4,4
